# SMF of Baldry+ (2008) (Figure 6)
# N.B. This uses a diet Salpeter IMF.  To convert to standard Salpeter we must multiply M by (1/0.7).
#      Values are quoted in h=1 !!! N.B. This is not indicated in the plots in the paper!
# log10(M)   phi[number dex^-1 Mpc^-3]   phi_min    phi_max
7.05 0.027162 0.025576 0.067244
7.15 0.044807 0.025597 0.066832
7.25 0.087322 0.045190 0.098674
7.35 0.053690 0.047941 0.069784
7.45 0.083264 0.054415 0.094088
7.55 0.075931 0.060527 0.087959
7.65 0.054763 0.054763 0.088180
7.75 0.063562 0.045948 0.094010
7.85 0.057956 0.039849 0.066728
7.95 0.047855 0.043046 0.061447
8.05 0.044865 0.034932 0.068425
8.15 0.042904 0.037191 0.052209
8.25 0.035149 0.030844 0.055215
8.35 0.029849 0.024453 0.043099
8.45 0.028371 0.020185 0.039630
8.55 0.019319 0.017133 0.031407
8.65 0.018807 0.015377 0.024541
8.75 0.018161 0.014593 0.023862
8.85 0.015436 0.013228 0.022019
8.95 0.013412 0.011840 0.018485
9.05 0.012960 0.010626 0.017602
9.15 0.011434 0.0096622 0.014320
9.25 0.010171 0.0084859 0.014228
9.35 0.0090757 0.0087000 0.011975
9.45 0.0084816 0.0072680 0.011043
9.55 0.0076271 0.0069356 0.0099786
9.65 0.0071886 0.0065492 0.0091502
9.75 0.0067605 0.0061287 0.0088598
9.85 0.0063734 0.0058619 0.0081209
9.95 0.0061164 0.0058282 0.0078430
10.05 0.0058246 0.0056261 0.0073153
10.15 0.0056153 0.0053559 0.0070852
10.25 0.0056203 0.0052256 0.0068869
10.35 0.0053051 0.0049178 0.0064808
10.45 0.0051145 0.0047798 0.0062741
10.55 0.0046650 0.0042820 0.0055730
10.65 0.0041383 0.0036916 0.0049435
10.75 0.0035299 0.0034054 0.0043957
10.85 0.0027375 0.0025861 0.0036711
10.95 0.0019047 0.0017648 0.0024284
11.05 0.0013297 0.0011764 0.0018367
11.15 0.00074910 0.00070174 0.0010450
11.25 0.00039231 0.00034355 0.00063727
11.35 0.00016611 0.00016611 0.00027888
11.45 7.7179e-05 6.2818e-05 0.00013128
11.55 1.9580e-05 1.9580e-05 5.3252e-05
11.65 2.7974e-06 2.7974e-06 1.9636e-05
11.75 0.0000 0.0000 8.6240e-06
11.85 0.0000 0.0000 5.8028e-06
11.95 2.5644e-06 0.0000 2.8978e-06
